tweet,,,,,,,
"#Online  क्रां.मा. जोतिबा फुले सर्वसाधारण रुग्णालय बचाव आंदोलन..
मी सोबत आहे .
11-07-2020,मुंबई मनपाच्या सहाय्यक आयुक्तांचा कोरोनाने मृत्यू",,,,,,,
"Sirji from last few months Electric cremation is not working in sion cremation, for that lot of difficulties are faced , and also it is harming naturd ad lot of wood is burned, so plz look it in to it , thank you jai Maharashtra #mybmc , #cmomaharashtra 🙏🙏🙏",,,,,,,
"महापालिका वैद्यकीय कर्मचा-यांचा बायोमेट्रिक सक्तीला विरोध
Read :  http://prahaar.in/municipal-medical-staff-opposes-biometric-compulsion/ …
11-07-2020,WHO Acknowledges Success of Dharavi Model in Arresting Covid-19 Spread", Says Testing & Tracing Key,,,,,,
"Pls look into 
@ShwetaBangre
@publicseva29
@action_illegal
@keep_foundation
@SocialW59502748
@Ksih_foundation
@Sameeksha_India
@Rohitk0301
@action_illegal
@newsangam1
@AlertCitizen5
@kar_mumbai
@CharkopWarriors
@MumbadeviPraja
@Kalpeshvporwal1
@_JAINMITESH
10-07-2020,#Mumbai #SRA RT @Marathiebatmya:  https://www.marathiebatmya.com/sra-mhada-housing-minister/ … @CMOMaharashtra @OfficeofUT @PawarSpeaks @Dev_Fadnavis @BJP4Maharashtra @bjpprakashmehta #SRA #mumbai #mybmc #mmrda
10-07-2020, https://www.marathiebatmya.com/sra-mhada-housing-minister/ … @CMOMaharashtra @OfficeofUT @PawarSpeaks @Dev_Fadnavis @BJP4Maharashtra @bjpprakashmehta #SRA #mumbai #mybmc #mmrda
10-07-2020,#Sanitary napkins received from #nua for women's living in #ContainmentZones or #CongesteddeclaredZones in #Colaba ",,,,,,,
"मुंबईतील खड्ड्यांची तक्रार करण्याचे पालिकेचे आवाहन
Read  :  http://prahaar.in/bmc-appeals-to-report-potholes-in-mumbai/ …
@mybmc
10-07-2020,#Sgnp",,,,,,,
#MYBMC  https://instagr.am/p/CCc3XDDpW1X/  pic.twitter.com/eNW5JU4MSV,,,,,,,
"#cmomaharashtra
09-07-2020,#cmomaharshtra #rajeshtopehealthminister",,,,,,,
#bmc #mybmc #healthreporter #health #dailypudhari #10may  https://www.instagram.com/p/CCa_J7pnAoM/?igshid=izxvclwmxfqb …,,,,,,,
"#mybmchealt
09-07-2020,Thanks Team #MyBmc & #MeastWard Road Department Maintanance Team for ur support & coordination in future we will solve for issue.",,,,,,,
"Ration kits and sanitary pads distribution in H/E ward to 325 needy families jointly with #MCGM CDO H/ E ward, data uploaded on Mahadhaanya App, thanks to @SchwarzkopfInd for magnanimous support #mybmc #CoronavirusIndia #jeevanrath @UNICEFIndia pic.twitter.com/AByqlAhsX5",,,,,,,
"Know thy enemy,
BLOCK THY ENEMY. ❌
References: who 
09-07-2020,Soon every beach", public place,Water bodies, Sea etc will be full of Covid’19- Discarded Mask,,,,
"@KuradeAnkush
@ShwetaBangre
@publicseva29
@action_illegal
@keep_foundation
@SocialW59502748
@Ksih_foundation
@Sameeksha_India
@Rohitk0301
@action_illegal
@newsangam1
@AlertCitizen5
@kar_mumbai
@CharkopWarriors
@MumbadeviPraja
@Kalpeshvporwal1
@_JAINMITESH",,,,,,,
"@#MyBMC @AUThackeray 
Govt can host a webinar on How Not To Spend Money On Helping COVID infected, Use That Money and More To Pay (substandard) Contractor To Build Low Quality Structures That Can Flood Mumbai @IFC_org @WorldBank Keep Funding Environmental",,,,,,,
I think #mybmc should look on to this suggestion..,,,, PPE- unless regulations are there-followed strictly," It takes 400 years to disappear- worse than Plastic #NarendraModi #PMOfIndia #mybmc  pic.twitter.com/3re0BFjYYh""",,
In need of Remdesivir Injection and ICU bed availability please please please can someone help. #mybmcHealthDept #mybmc @mybmcHealthDept @mybmc @Ministryofhealh https://twitter.com/Sapanpisces/status/1280102903613542402 …,,,,,,,
In need of Remdesivir Injection and ICU bed availability please please please can someone help. #mybmcHealthDept #mybmc @mybmcHealthDept @mybmc @Ministryofhealh https://twitter.com/Sapanpisces/status/1280529419270938627 …,,,,,,,
In need of Remdesivir Injection and ICU bed availability please please please can someone help. #mybmcHealthDept #mybmc @mybmcHealthDept @mybmc @Ministryofhealh https://twitter.com/Sapanpisces/status/1280529618605182977 …,,,,,,,
"मुद्दा मराठी आणि अमराठी लोकांचा नाही. मुद्दा आहे अनधिकृत रित्या फूटपाथ किंवा रस्त्यावर धंदा करून  सार्वजनिक जागेवर अडवणूक करने हा गुन्हा आहे 
तो कोणत्या ही जाती धर्माचा असो तो गुन्हेगार आहे
उद्या कोणीही कुठेही मनाला वाटेल तिथे धंदा टाकेल.नियम हे सर्वांना समान आहेत 
08-07-2020,Awesome idea...good work sir...#StayHomeStaySafe #mybmc
07-07-2020,@RNTata2000 Thank you sir and your entire co. for your help to fight against #Covid19 #Ambulance",,,,,,,
In need of Remdesivir injections please help #mybmcHealthDept #mybmc  https://twitter.com/Sapanpisces/status/1280102903613542402 …,,,,,,,
"#CMO
07-07-2020,महापालिकेच्या खरेदीत पारदर्शकतेचा अभाव; विरोधकांकडून चौकशीची मागणी",,,,,,,
"+919920244877 Contact on this Number!!!
07-07-2020,Update: ",,,,,,,
Can someone please help!! #mybmcHealthDept #mybmc  https://twitter.com/Sapanpisces/status/1279738489571962880 …,,,,,,,
"महाराष्ट्र मधे टोटल कोरोंनाची 🦠 संख्या २०६६९० असुन #recovered  रटे हा १११७४० हा आहें म्हणजेच #active कसे हे फक्त ९४८७९ ही आहे 😍
आपन लबकरच कोरोंला हरउन महाराष्ट्राला कोरोंना मुक्त करनार आहोत 🥳
फक्त #lockdown च पालन नीट करा 🙏🏻
06-07-2020,My father expired due to covid  on 4 July  bhatia hospital has changed bill of 14 lakh all charges being charged beyon bmc cap and market mrp plz help ",,,,,,,
"आपल्या देशाला नहमी यश मीळत हे फक्त आपल्या देशच्या जनते मुळेच😊
आज आपल्या महाराष्ट्रा मधे कोरोना🦠ग्रस्त लोकांचि संख्या वाढतेय ते सरकार मले नाहीं तर आपल्या जनते मुळचं😅
कृपया घरिच रहा सुरकक्षीत रहा🙏🏻
ज़र आता नाहीं तर कधिच नाहीं🙏🏻
06-07-2020,Proposed shifting of Parsi Gates leads to a lot of shouting  http://dhunt.in/aaUvp?ss=wsp&s=pa … I strongly oppose the Demolision and shifting of the historical Parsi Gate at Marine Drive located in my Colaba constituency by #mybmc. Will not allow this unless the Parsi community is convinced.
05-07-2020,@mybmcRoads",,,,,,,
"@mybmcroads
@mybmc
@AUThackeray
सार्वजनिक वापराच्या रस्त्याचे काम मूठभर विरोधकांमुळे  रखडले असून याचा त्रास तमाम र�",,,,,,,
#MumbaiRainsLive #MumbaiMonsoon #MyBmc  https://twitter.com/CaptTamilSelvan/status/1279441758783279105 …,,,,,,,
कीती पण काहि पण करा पाउसाच पानी हे साचनारच 🤘🏻 #mybmc,,,,,,,
"#mcgm #bmc @mybmc @mybmcWardPN @IPS_Association @IASassociation
@Crazy_sc_girl @irvpaswan @RamdasAthawale @RamdasTadasMP @DrHeena_Gavit #sccast #mumbai #bandra #orlem #day100oflockdown #schedulecast
04-07-2020,भाजपच्या ‘ऑपरेशन बीएमसी ‘ला वेग!",,,,,,,
BLA Volunteers on Duty!!         It’s all about Saving a Life...  #juhubeach #mybmc #MumbaiPolice #stayINstaysafe #sayeedumarshama pic.twitter.com/PVS00RgS8m,,,,,,,
Lockdown ki dauraan Kya kaam kiyehai #mybmc,,,,,,,
#AUthackrey #mybmc,,,,,,,
"पहिल्याच पावसात मुंबई पाण्यात!
Read :  http://prahaar.in/in-mumbai-water-in-the-first-rain/ …
@mybmc
03-07-2020,मुंबईत नालेसफाई घोटाळा; काँग्रेस तक्रार करणार",,,,,,,
Yes but massive let down in #Maharashtra on #COVID19 management.. Better if @OfficeofUT  looked at things closer at home and give up pretentious of being a national leader. His party #ShiSena couldn't even handle #Mumbai #mybmc 😀😀,,,,,,,
"@mybmcroads
@mybmcWardPN
@mybmc
@AUThackeray
सदर रस्ता विकास महानगर पालिकेने करावा यासाठी स्लम चाळीतील समस्त रहिवाशी स्वाक�",,,,,,,
"@OfficeofUT and his party #ShivSena have bigger things like the nation, #Jammu and #Kashmir , #article370 etc to worry about.  After messing up #Mumbai through #mybmc and sheer incompetence they now aim higher.",,,,,,,
"बायोमेट्रिक हजेरीचा निर्णय मागे!
धन्यवाद @AUThackeray जी @OfficeofUT
@mybmc कर्मचारी वर्गाला दिलासा...!
@mayor_mumbai @KishoriPednekar @IqbalSinghChah2
03-07-2020,@mybmcroads",,,,,,,
"पावसाने जवाबदारी घेतली आहे पाऊस पडण्याची तुम्ही खबरदारी घेतली आहे का पाण्यात तुंबुन राहण्याची 😜
@isagarsinghbjp @mybmc @mybmcWardRS @BhatkhalkarA",,,,,,,
"#BJPfails #bjpraj
@mybmcWardL @mybmc @SwachhBharatGov @bjp4mumbai 
@bjpnagarsevak pic.twitter.com/LzoCE4z4zm",,,,,,,
@bankofbaroda My bank account is inactive cause you allotted a new number without my consent and my UPI payment is stopped!? So poor man needs a surgery and he asked me for just ₹10000 and I can’t help him.. now how many of us have to queue up for che,,,,,,,
Early morning #bikeride #bmcroadmachine #bmcroadmachine01 #roadcycling #cycling #cyclingpics #rideordie @ride_bmc #mybmc en Aeroport Barcelona  https://www.instagram.com/p/CCJ75l9o3Bk/?igshid=ru4tp6sqmeqh …,,,,,,,
"Till date 1,01,172 patients in Maharashtra and 50,694 in Mumbai are cured from Covid-19 & discharged from the hospitals 
Thanks to each and every #Medical #Frontliner, #MyBmc, #Maharashtra & #Mumbai_Police
02-07-2020,#mybmc",,,,,,,
"and why deamma in hospital covind 19 in hospital""",,,,,,,
"#CMofMaharashtra #mybmc #LockdownFailed #mumbailockdown काल सकाळी पेपर मध्ये बातमी येते, 'ठाण्यात पुन्हा shutdown करण्यासंदर्भात चर्चा चालू... 
मग दुपारी मुख्यमंत्री LIVE  येतात, म्हणतात तुम्ही फारच चांगली साथ दिलीत, पण आता नीट वागला नाहीत (🤔) तर पुन्हा lockdown करावा लागेल.",,,,,,,
